INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,BORO,LOC_OF_OCCUR_DESC,PRECINCT,JURISDICTION_CODE,LOC_CLASSFCTN_DESC,LOCATION_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,New Georeferenced Column
288208649,06/08/2024,3:00:00,QUEENS,OUTSIDE,110,0,STREET,(null),N,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1019164,210169,,,
283404608,03/07/2024,16:14:00,BRONX,OUTSIDE,40,0,STREET,(null),Y,<18,M,BLACK,<18,M,BLACK,1005028,234516,,,
281486708,02/01/2024,8:17:00,QUEENS,OUTSIDE,113,0,COMMERCIAL,BAR/NIGHT CLUB,N,(null),(null),(null),25-44,M,BLACK,1046315,187088,,,
280179979,01/08/2024,18:30:00,BROOKLYN,OUTSIDE,79,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,BLACK,25-44,M,BLACK,999496,190300,,,
289111780,06/25/2024,23:45:00,BRONX,OUTSIDE,42,0,STREET,(null),N,18-24,M,BLACK,18-24,M,BLACK,1008690,238862,,,
287671763,05/29/2024,23:13:00,BRONX,OUTSIDE,52,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK HISPANIC,1017478,256069,,,
292640930,09/02/2024,5:37:00,BRONX,OUTSIDE,42,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,1008690,238862,,,
290044415,07/13/2024,1:00:00,MANHATTAN,OUTSIDE,32,0,STREET,(null),Y,25-44,M,BLACK,18-24,M,BLACK,1001370,238165,40.820368,-73.938143,POINT (-73.938143 40.820368)
287507794,05/24/2024,0:14:00,BRONX,OUTSIDE,52,0,STREET,(null),Y,18-24,M,WHITE HISPANIC,25-44,F,BLACK,1010619,252255,40.859017,-73.904672,POINT (-73.904672 40.859017)
285259765,04/12/2024,16:50:00,BROOKLYN,OUTSIDE,75,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,18-24,M,BLACK,25-44,M,WHITE HISPANIC,1015572,178301,40.656019,-73.887112,POINT (-73.887112 40.656019)
289469889,07/02/2024,19:45:00,BRONX,OUTSIDE,52,0,STREET,(null),N,(null),(null),(null),25-44,M,WHITE HISPANIC,1011721,253566,40.862614,-73.900682,POINT (-73.900682 40.862614)
290420710,07/21/2024,22:51:00,BROOKLYN,OUTSIDE,88,0,STREET,(null),Y,25-44,M,WHITE HISPANIC,45-64,M,WHITE HISPANIC,993783,193135,40.696784,-73.965621,POINT (-73.965621 40.696784)
291957216,08/19/2024,18:33:00,BRONX,OUTSIDE,46,0,STREET,(null),N,45-64,M,BLACK HISPANIC,25-44,M,BLACK,1007242,248348,40.848304,-73.916893,POINT (-73.916893 40.848304)
296246343,11/08/2024,18:46:00,QUEENS,OUTSIDE,114,0,STREET,(null),N,25-44,M,BLACK HISPANIC,25-44,M,ASIAN / PACIFIC ISLANDER,1006432,215383,40.757826,-73.919931,POINT (-73.919931 40.757826)
280179978,01/08/2024,14:30:00,QUEENS,OUTSIDE,103,0,STREET,(null),N,<18,M,BLACK,<18,M,BLACK,1038515,196822,40.706741,-73.804274,POINT (-73.804274 40.706741)
289527845,07/03/2024,21:40:00,BRONX,OUTSIDE,46,0,STREET,(null),Y,25-44,M,BLACK,25-44,M,BLACK,1007938,250692,40.854737,-73.914371,POINT (-73.914371 40.854737)
298147867,12/17/2024,23:08:00,BRONX,INSIDE,50,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,<18,M,BLACK,<18,M,WHITE HISPANIC,1009975,258835,40.877081,-73.906973,POINT (-73.906973 40.877081)
290128857,07/15/2024,19:36:00,BROOKLYN,OUTSIDE,79,0,STREET,(null),Y,18-24,M,BLACK,25-44,M,BLACK,996126,190239,40.688832,-73.957177,POINT (-73.957177 40.688832)
294453593,10/06/2024,22:20:00,BROOKLYN,OUTSIDE,79,0,STREET,(null),N,(null),(null),(null),45-64,M,BLACK,997953,187649,40.68172,-73.950592,POINT (-73.950592 40.68172)
289349079,06/29/2024,2:00:00,BRONX,OUTSIDE,44,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,1006671,241120,40.828466,-73.918981,POINT (-73.918981 40.828466)
294876921,10/15/2024,1:55:00,BRONX,OUTSIDE,44,0,STREET,(null),N,(null),(null),(null),25-44,M,WHITE HISPANIC,1008352,243611,40.835298,-73.912901,POINT (-73.912901 40.835298)
280894361,01/21/2024,22:15:00,BRONX,INSIDE,44,0,DWELLING,MULTI DWELL - APT BUILD,N,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1007306,244828,40.838642,-73.916673,POINT (-73.916673 40.838642)
293896102,09/25/2024,13:27:00,BROOKLYN,INSIDE,83,0,DWELLING,MULTI DWELL - APT BUILD,N,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1007052,193757,,,
290044412,07/12/2024,9:40:00,MANHATTAN,INSIDE,9,0,PLAYGROUND,(null),N,45-64,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,988814,203798,40.726054,-73.983534,POINT (-73.983534 40.726054)
280384565,01/11/2024,0:56:00,BROOKLYN,OUTSIDE,75,0,PARKING LOT,(null),N,(null),(null),(null),25-44,M,BLACK,1022254,183463,40.67016,-73.862998,POINT (-73.862998 40.67016)
291658810,08/13/2024,22:45:00,BROOKLYN,OUTSIDE,73,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),18-24,M,BLACK,1010876,182682,40.668058,-73.904019,POINT (-73.904019 40.668058)
297354011,12/02/2024,0:09:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),Y,(null),(null),(null),25-44,M,WHITE HISPANIC,1013063,186592,40.678782,-73.896117,POINT (-73.896117 40.678782)
282177020,02/13/2024,11:00:00,BRONX,OUTSIDE,43,0,STREET,(null),N,45-64,F,WHITE HISPANIC,25-44,M,BLACK HISPANIC,1018372,241782,40.830246,-73.876697,POINT (-73.876697 40.830246)
287507794,05/24/2024,0:14:00,BRONX,OUTSIDE,52,0,STREET,(null),N,18-24,M,WHITE HISPANIC,25-44,M,BLACK,1010619,252255,40.859017,-73.904672,POINT (-73.904672 40.859017)
286460664,05/06/2024,22:45:00,BRONX,OUTSIDE,48,0,OTHER,(null),N,(null),(null),(null),25-44,M,WHITE HISPANIC,1014256,250228,40.853443,-73.891534,POINT (-73.891534 40.853443)
295532787,10/26/2024,23:44:00,BROOKLYN,OUTSIDE,88,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,(null),(null),(null),<18,M,BLACK,990761,192256,40.694373,-73.976517,POINT (-73.976517 40.694373)
293107316,09/11/2024,1:47:00,MANHATTAN,OUTSIDE,30,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1000609,232711,40.8054,-73.940906,POINT (-73.940906 40.8054)
287782835,05/31/2024,21:45:00,BROOKLYN,OUTSIDE,77,0,STREET,(null),N,2021,M,BLACK,18-24,M,BLACK,1003437,184082,40.671919,-73.93083,POINT (-73.93083 40.671919)
282363027,02/16/2024,22:30:00,BRONX,INSIDE,40,0,STREET,MULTI DWELL - APT BUILD,N,(null),(null),(null),25-44,M,BLACK,1010360,235031,40.811744,-73.905674,POINT (-73.905674 40.811744)
291332909,08/07/2024,7:30:00,BROOKLYN,INSIDE,70,0,DWELLING,MULTI DWELL - APT BUILD,N,(null),(null),(null),25-44,M,BLACK,999439,178174,40.655711,-73.945257,POINT (-73.945257 40.655711)
279784405,01/01/2024,6:33:00,MANHATTAN,OUTSIDE,34,0,COMMERCIAL,(null),N,25-44,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC,1007382,255503,40.867942,-73.916363,POINT (-73.916363 40.867942)
297302874,12/01/2024,0:30:00,BROOKLYN,OUTSIDE,67,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1001878,177629,40.654211,-73.936468,POINT (-73.936468 40.654211)
290794420,07/28/2024,23:30:00,MANHATTAN,OUTSIDE,24,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,WHITE HISPANIC,993952,229422,40.796382,-73.964958,POINT (-73.964958 40.796382)
285094095,04/10/2024,3:20:00,MANHATTAN,INSIDE,23,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,45-64,M,WHITE HISPANIC,25-44,F,BLACK,1000654,228899,40.794936,-73.940753,POINT (-73.940753 40.794936)
290495145,07/23/2024,2:50:00,BRONX,OUTSIDE,48,0,STREET,(null),Y,(null),(null),(null),25-44,M,ASIAN / PACIFIC ISLANDER,1015195,245795,40.841273,-73.888161,POINT (-73.888161 40.841273)
291416663,08/08/2024,21:00:00,QUEENS,OUTSIDE,101,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,1053639,158980,,,
295865249,11/02/2024,14:11:00,BROOKLYN,OUTSIDE,71,0,STREET,(null),N,18-24,M,BLACK,65+,M,BLACK,995267,183107,40.669258,-73.960283,POINT (-73.960283 40.669258)
289549274,07/04/2024,1:20:00,BRONX,OUTSIDE,48,0,STREET,(null),N,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1016015,246452,40.843072,-73.885192,POINT (-73.885192 40.843072)
282423225,02/18/2024,3:56:00,MANHATTAN,OUTSIDE,32,0,STREET,(null),N,25-44,M,BLACK,18-24,M,BLACK,999508,235734,40.813698,-73.944875,POINT (-73.944875 40.813698)
290767264,07/26/2024,8:45:00,MANHATTAN,OUTSIDE,19,0,STREET,(null),Y,65+,F,WHITE,45-64,F,WHITE,999484,222266,40.776733,-73.944995,POINT (-73.944995 40.776733)
293186168,09/12/2024,4:07:00,MANHATTAN,OUTSIDE,18,0,STREET,(null),N,18-24,M,BLACK HISPANIC,25-44,M,ASIAN / PACIFIC ISLANDER,986257,218317,40.765906,-73.992754,POINT (-73.992754 40.765906)
296645185,11/17/2024,4:05:00,BROOKLYN,OUTSIDE,71,0,COMMERCIAL,BAR/NIGHT CLUB,N,(null),(null),(null),25-44,M,BLACK,995600,182496,40.667581,-73.959086,POINT (-73.959086 40.667581)
284932567,04/06/2024,20:50:00,BROOKLYN,INSIDE,76,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK,987560,187812,40.682178,-73.988064,POINT (-73.988064 40.682178)
294430755,10/04/2024,21:00:00,BRONX,OUTSIDE,52,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,1017975,258486,40.876097,-73.878048,POINT (-73.878048 40.876097)
288678989,06/18/2024,0:44:00,BRONX,OUTSIDE,52,0,STREET,(null),N,<18,M,WHITE HISPANIC,18-24,M,BLACK HISPANIC,1014563,253789,40.863216,-73.890408,POINT (-73.890408 40.863216)
290844672,07/29/2024,19:31:00,BRONX,OUTSIDE,42,0,STREET,(null),N,25-44,M,BLACK,25-44,F,BLACK,1009569,240494,40.826741,-73.908513,POINT (-73.908513 40.826741)
295479911,10/25/2024,15:35:00,BRONX,OUTSIDE,47,0,STREET,(null),N,45-64,M,BLACK,25-44,M,BLACK,1024583,262482,40.887035,-73.854129,POINT (-73.854129 40.887035)
282117253,02/12/2024,15:00:00,BRONX,OUTSIDE,40,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK,1010096,237401,40.818249,-73.906619,POINT (-73.906619 40.818249)
290838570,07/29/2024,3:20:00,MANHATTAN,OUTSIDE,25,0,STREET,(null),N,(null),(null),(null),25-44,M,WHITE HISPANIC,1003638,226954,40.789593,-73.929984,POINT (-73.929984 40.789593)
289173685,06/26/2024,23:37:00,MANHATTAN,OUTSIDE,28,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),18-24,M,BLACK,997345,232114,40.803768,-73.952699,POINT (-73.952699 40.803768)
284213334,03/23/2024,0:06:00,MANHATTAN,OUTSIDE,25,0,STREET,(null),N,(null),(null),(null),18-24,M,WHITE HISPANIC,1001575,232339,40.804376,-73.93742,POINT (-73.93742 40.804376)
285729001,04/22/2024,3:00:00,BRONX,INSIDE,41,0,DWELLING,PVT HOUSE,N,(null),(null),(null),18-24,F,WHITE HISPANIC,1014660,239909,40.825118,-73.890118,POINT (-73.890118 40.825118)
294818629,10/12/2024,19:11:00,MANHATTAN,OUTSIDE,5,0,STREET,(null),Y,18-24,M,ASIAN / PACIFIC ISLANDER,45-64,M,WHITE HISPANIC,984838,198804,40.712349,-73.997877,POINT (-73.997877 40.712349)
292526705,08/30/2024,4:40:00,BRONX,OUTSIDE,42,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,1009460,239394,40.823722,-73.90891,POINT (-73.90891 40.823722)
283570840,03/11/2024,1:03:00,BROOKLYN,OUTSIDE,81,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1002496,192024,40.693722,-73.934201,POINT (-73.934201 40.693722)
289573434,07/04/2024,21:50:00,BRONX,INSIDE,50,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),45-64,M,WHITE HISPANIC,1011677,259906,40.880015,-73.900815,POINT (-73.900815 40.880015)
295595585,10/28/2024,18:55:00,BRONX,OUTSIDE,41,0,STREET,(null),Y,(null),(null),(null),18-24,M,BLACK,1012227,238943,40.822476,-73.898915,POINT (-73.898915 40.822476)
283020988,02/29/2024,22:35:00,BROOKLYN,OUTSIDE,77,0,STREET,(null),Y,18-24,M,BLACK,<18,M,BLACK,998911,185545,40.675943,-73.947145,POINT (-73.947145 40.675943)
296246343,11/08/2024,18:46:00,QUEENS,OUTSIDE,114,0,STREET,(null),N,18-24,M,WHITE HISPANIC,25-44,M,ASIAN / PACIFIC ISLANDER,1006432,215383,40.757826,-73.919931,POINT (-73.919931 40.757826)
286038325,04/28/2024,4:30:00,MANHATTAN,OUTSIDE,18,0,STREET,(null),N,18-24,M,WHITE HISPANIC,25-44,M,BLACK,985147,218635,40.766779,-73.996762,POINT (-73.996762 40.766779)
284584435,03/29/2024,22:00:00,QUEENS,INSIDE,113,0,DWELLING,PVT HOUSE,Y,25-44,M,BLACK,45-64,F,BLACK,1044391,186719,40.678976,-73.78317,POINT (-73.78317 40.678976)
281650925,02/03/2024,16:19:00,BRONX,OUTSIDE,42,0,STREET,(null),N,18-24,M,WHITE HISPANIC,18-24,M,BLACK,1011255,241480,40.829443,-73.902415,POINT (-73.902415 40.829443)
292648950,09/02/2024,14:30:00,BROOKLYN,OUTSIDE,77,0,STREET,(null),Y,(null),(null),(null),25-44,M,BLACK,995441,183745,40.671008,-73.959655,POINT (-73.959655 40.671008)
286946574,05/15/2024,16:37:00,MANHATTAN,OUTSIDE,30,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,999665,239429,40.82384,-73.9443,POINT (-73.9443 40.82384)
294249664,10/02/2024,13:47:00,BRONX,OUTSIDE,52,0,STREET,(null),Y,18-24,M,BLACK,25-44,M,BLACK,1015313,255518,40.867958,-73.88769,POINT (-73.88769 40.867958)
287788776,06/01/2024,1:16:00,QUEENS,OUTSIDE,100,0,STREET,PVT HOUSE,N,(null),(null),(null),18-24,M,BLACK,1041576,156533,40.596139,-73.793574,POINT (-73.793574 40.596139)
291957215,08/19/2024,11:06:00,BRONX,OUTSIDE,47,0,STREET,(null),N,45-64,M,BLACK,45-64,M,BLACK,1025542,258276,40.875486,-73.850689,POINT (-73.850689 40.875486)
285380962,04/15/2024,4:03:00,BRONX,OUTSIDE,40,0,VEHICLE,(null),Y,25-44,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,1006074,236931,40.816972,-73.921152,POINT (-73.921152 40.816972)
294044270,09/28/2024,22:07:00,MANHATTAN,OUTSIDE,32,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),18-24,M,BLACK,998424,234705,40.810878,-73.948794,POINT (-73.948794 40.810878)
283518253,03/10/2024,23:51:00,BROOKLYN,INSIDE,73,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),18-24,M,BLACK,1006025,185468,40.675719,-73.921496,POINT (-73.921496 40.675719)
292840490,09/05/2024,8:55:00,BRONX,OUTSIDE,42,0,STREET,(null),N,25-44,M,BLACK,65+,M,WHITE HISPANIC,1015357,242536,40.832327,-73.887588,POINT (-73.887588 40.832327)
286341306,05/03/2024,16:00:00,BRONX,OUTSIDE,46,0,STREET,(null),N,25-44,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,1011851,253012,40.861094,-73.900215,POINT (-73.900215 40.861094)
290044414,07/13/2024,22:15:00,BRONX,OUTSIDE,46,0,STREET,(null),Y,45-64,M,BLACK,25-44,M,BLACK,1012958,250885,40.855252,-73.896224,POINT (-73.896224 40.855252)
293400273,09/16/2024,16:50:00,QUEENS,OUTSIDE,113,0,STREET,(null),Y,<18,M,BLACK,65+,M,BLACK,1050157,191223,40.691295,-73.762338,POINT (-73.762338 40.691295)
294453594,10/06/2024,20:00:00,MANHATTAN,OUTSIDE,23,0,STREET,(null),N,<18,M,BLACK,25-44,M,WHITE HISPANIC,998751,226901,,,
285004479,04/08/2024,19:53:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1010184,182784,40.668341,-73.906514,POINT (-73.906514 40.668341)
296574274,11/15/2024,21:44:00,MANHATTAN,OUTSIDE,25,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1000558,231080,,,
280500173,01/13/2024,23:59:00,MANHATTAN,OUTSIDE,34,0,STREET,(null),N,25-44,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,1006957,255000,40.866564,-73.9179,POINT (-73.9179 40.866564)
280500173,01/13/2024,23:59:00,MANHATTAN,OUTSIDE,34,0,STREET,(null),N,18-24,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,1006957,255000,40.866564,-73.9179,POINT (-73.9179 40.866564)
279799859,01/01/2024,2:55:00,BRONX,OUTSIDE,43,0,STREET,(null),N,(null),(null),(null),25-44,M,WHITE HISPANIC,1020650,242677,40.832693,-73.868463,POINT (-73.868463 40.832693)
298566035,12/27/2024,20:42:00,BRONX,OUTSIDE,40,0,STREET,(null),N,<18,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC,1006789,237559,40.818691,-73.918569,POINT (-73.918569 40.818691)
286523175,05/07/2024,22:38:00,BROOKLYN,OUTSIDE,71,0,STREET,MULTI DWELL - APT BUILD,N,25-44,M,BLACK,18-24,M,BLACK,1002180,182672,40.668052,-73.935366,POINT (-73.935366 40.668052)
287542647,05/27/2024,22:45:00,BRONX,OUTSIDE,47,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,1030896,263028,40.888503,-73.831295,POINT (-73.831295 40.888503)
290100029,07/15/2024,0:01:00,BROOKLYN,OUTSIDE,88,0,STREET,(null),N,18-24,M,BLACK,25-44,M,BLACK,992112,185589,40.676075,-73.971654,POINT (-73.971654 40.676075)
282454308,02/18/2024,13:59:00,BROOKLYN,INSIDE,76,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),45-64,F,WHITE HISPANIC,982323,185643,40.676224,-74.006944,POINT (-74.006944 40.676224)
298672096,12/30/2024,16:45:00,BRONX,OUTSIDE,47,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,1021316,259277,40.878261,-73.865964,POINT (-73.865964 40.878261)
292252757,08/24/2024,5:23:00,QUEENS,OUTSIDE,103,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1046166,197652,40.708972,-73.776671,POINT (-73.776671 40.708972)
286523177,05/07/2024,14:26:00,MANHATTAN,OUTSIDE,1,0,STREET,(null),Y,<18,M,BLACK HISPANIC,<18,M,BLACK,982817,203638,40.725616,-74.005167,POINT (-74.005167 40.725616)
288209438,06/08/2024,17:36:00,BROOKLYN,OUTSIDE,67,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK,1002837,175718,40.648963,-73.933017,POINT (-73.933017 40.648963)
291561414,08/12/2024,5:30:00,BRONX,OUTSIDE,46,0,STREET,(null),N,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1009475,249778,40.852222,-73.908816,POINT (-73.908816 40.852222)
284584433,03/31/2024,4:20:00,BRONX,INSIDE,48,0,COMMERCIAL,GROCERY/BODEGA,Y,25-44,M,BLACK,25-44,M,BLACK,1015722,246426,40.843004,-73.886251,POINT (-73.886251 40.843004)
290100030,07/15/2024,0:47:00,BRONX,OUTSIDE,49,0,DWELLING,MULTI DWELL - APT BUILD,N,25-44,M,BLACK,25-44,M,BLACK,1022391,255470,40.867799,-73.862098,POINT (-73.862098 40.867799)
290044412,07/12/2024,9:40:00,MANHATTAN,INSIDE,9,0,PLAYGROUND,(null),N,45-64,M,WHITE HISPANIC,65+,M,BLACK,988814,203798,40.726054,-73.983534,POINT (-73.983534 40.726054)
292398443,07/31/2024,4:55:00,STATEN ISLAND,INSIDE,121,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,BLACK,25-44,M,WHITE HISPANIC,938890,170111,40.633478,-74.163424,POINT (-74.163424 40.633478)
298078464,12/16/2024,13:50:00,BRONX,INSIDE,42,0,DWELLING,MULTI DWELL - APT BUILD,N,(null),(null),(null),25-44,M,BLACK,1009417,240071,40.825581,-73.909065,POINT (-73.909065 40.825581)
282033298,02/10/2024,5:10:00,BRONX,INSIDE,52,0,DWELLING,MULTI DWELL - APT BUILD,Y,25-44,M,BLACK HISPANIC,<18,M,BLACK HISPANIC,1015796,257648,40.873803,-73.885931,POINT (-73.885931 40.873803)
282767547,02/24/2024,14:59:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK,1009389,180649,40.662483,-73.909388,POINT (-73.909388 40.662483)
292947999,09/08/2024,1:00:00,QUEENS,OUTSIDE,105,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1054101,187356,40.680651,-73.748158,POINT (-73.748158 40.680651)
293023440,09/09/2024,22:45:00,MANHATTAN,INSIDE,5,0,DWELLING,MULTI DWELL - APT BUILD,Y,18-24,M,BLACK,45-64,F,ASIAN / PACIFIC ISLANDER,985826,198659,40.711951,-73.994313,POINT (-73.994313 40.711951)
292085581,08/21/2024,19:55:00,BRONX,OUTSIDE,43,0,STREET,(null),N,(null),(null),(null),45-64,F,WHITE HISPANIC,1018623,240382,40.826402,-73.8758,POINT (-73.8758 40.826402)
294923114,10/15/2024,9:08:00,BRONX,INSIDE,47,0,STREET,PVT HOUSE,N,<18,M,BLACK HISPANIC,18-24,M,WHITE HISPANIC,1026022,268669,40.904011,-73.848887,POINT (-73.848887 40.904011)
298034553,12/14/2024,23:00:00,MANHATTAN,INSIDE,32,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,45-64,M,BLACK,25-44,M,BLACK,1001767,241659,40.829956,-73.936699,POINT (-73.936699 40.829956)
297571890,12/05/2024,12:05:00,BROOKLYN,OUTSIDE,69,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),45-64,M,WHITE HISPANIC,1014219,176358,40.650689,-73.891997,POINT (-73.891997 40.650689)
289747222,07/08/2024,15:38:00,BROOKLYN,OUTSIDE,88,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,BLACK,18-24,M,BLACK,991398,192541,40.695155,-73.974221,POINT (-73.974221 40.695155)
288209443,06/07/2024,23:00:00,BRONX,OUTSIDE,48,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK HISPANIC,1017595,247157,40.845001,-73.879478,POINT (-73.879478 40.845001)
282706131,02/23/2024,20:06:00,BRONX,OUTSIDE,41,0,STREET,(null),N,25-44,M,BLACK,18-24,M,WHITE HISPANIC,1015160,237028,40.817209,-73.888326,POINT (-73.888326 40.817209)
293796166,09/24/2024,1:15:00,BRONX,OUTSIDE,42,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1011667,245304,40.839935,-73.900914,POINT (-73.900914 40.839935)
297216293,11/28/2024,11:01:00,BRONX,INSIDE,40,0,STREET,GROCERY/BODEGA,N,45-64,M,BLACK HISPANIC,<18,M,BLACK,1008223,238579,40.821488,-73.913384,POINT (-73.913384 40.821488)
295200061,10/21/2024,1:00:00,BRONX,OUTSIDE,40,0,STREET,(null),N,18-24,F,BLACK,25-44,M,BLACK,1004174,233640,40.807943,-73.928028,POINT (-73.928028 40.807943)
292135683,08/22/2024,15:54:00,BRONX,OUTSIDE,42,0,STREET,(null),N,(null),(null),(null),25-44,F,BLACK,1011818,243106,40.833904,-73.900374,POINT (-73.900374 40.833904)
286038323,04/27/2024,20:34:00,BRONX,OUTSIDE,44,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK HISPANIC,1006538,243537,40.8351,-73.919456,POINT (-73.919456 40.8351)
292945972,09/07/2024,19:38:00,MANHATTAN,INSIDE,28,0,COMMERCIAL,GROCERY/BODEGA,N,45-64,M,BLACK,45-64,M,BLACK,1000301,233204,40.806752,-73.942017,POINT (-73.942017 40.806752)
287726908,05/30/2024,21:53:00,BRONX,OUTSIDE,44,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,1009019,245895,40.841567,-73.910478,POINT (-73.910478 40.841567)
288365030,06/11/2024,19:58:00,MANHATTAN,OUTSIDE,14,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,987564,212166,40.749023,-73.988039,POINT (-73.988039 40.749023)
294249516,10/02/2024,0:00:00,MANHATTAN,OUTSIDE,33,0,STREET,(null),N,<18,M,BLACK,25-44,M,WHITE HISPANIC,1000731,243512,40.835045,-73.94044,POINT (-73.94044 40.835045)
296710724,11/18/2024,4:43:00,BRONX,OUTSIDE,40,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,1005466,235509,40.81307,-73.923353,POINT (-73.923353 40.81307)
291593079,08/12/2024,4:17:00,BRONX,OUTSIDE,48,0,STREET,(null),N,25-44,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,1013973,247558,40.846117,-73.892569,POINT (-73.892569 40.846117)
282041194,02/10/2024,21:25:00,BRONX,OUTSIDE,44,0,STREET,(null),N,18-24,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC,1007536,244566,40.837924,-73.915846,POINT (-73.915846 40.837924)
281134487,01/25/2024,20:13:00,QUEENS,OUTSIDE,103,0,STREET,GROCERY/BODEGA,N,25-44,M,ASIAN / PACIFIC ISLANDER,18-24,M,BLACK,1040292,191255,40.691451,-73.797913,POINT (-73.797913 40.691451)
280879491,01/21/2024,6:08:00,BRONX,INSIDE,47,0,STREET,(null),Y,(null),(null),(null),25-44,M,BLACK,1023421,264176,40.891691,-73.858323,POINT (-73.858323 40.891691)
286656749,05/09/2024,22:48:00,BRONX,OUTSIDE,40,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1007107,238501,40.821276,-73.917417,POINT (-73.917417 40.821276)
287141672,05/19/2024,20:10:00,BROOKLYN,OUTSIDE,88,0,STREET,(null),N,45-64,M,BLACK,45-64,M,BLACK,991391,192835,40.695961,-73.974248,POINT (-73.974248 40.695961)
292948000,09/08/2024,4:42:00,BRONX,OUTSIDE,41,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1016141,235688,40.813528,-73.884787,POINT (-73.884787 40.813528)
288617786,06/16/2024,23:00:00,BROOKLYN,OUTSIDE,81,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,(null),(null),(null),25-44,M,BLACK,1005786,187335,40.680844,-73.922352,POINT (-73.922352 40.680844)
291874729,08/17/2024,7:10:00,BROOKLYN,INSIDE,67,0,COMMERCIAL,BAR/NIGHT CLUB,N,25-44,M,BLACK,25-44,F,BLACK,1003856,171515,40.637425,-73.929358,POINT (-73.929358 40.637425)
